ID,Category,Subcategory,Payload,Status,Result,Latency_ms
SQLI_1,SQLi,Basic,' OR '1'='1,403,BLOCKED,31.61
SQLI_2,SQLi,Basic,' OR '1'='1'--,403,BLOCKED,15.48
SQLI_3,SQLi,Basic,' OR 1=1--,403,BLOCKED,34.12
SQLI_4,SQLi,Basic,admin'--,403,BLOCKED,20.54
SQLI_5,SQLi,Basic,' OR 'x'='x,403,BLOCKED,14.22
SQLI_6,SQLi,Basic,1' OR '1'='1,403,BLOCKED,13.09
SQLI_7,SQLi,Basic,' OR ''=',403,BLOCKED,11.42
SQLI_8,SQLi,Basic,1 OR 1=1,403,BLOCKED,8.88
SQLI_9,SQLi,Basic,' OR 1=1#,403,BLOCKED,24.12
SQLI_10,SQLi,Basic,""" OR 1=1--",403,BLOCKED,11.78
SQLI_11,SQLi,Basic,') OR ('1'='1,403,BLOCKED,32.83
SQLI_12,SQLi,Basic,'; DROP TABLE users--,403,BLOCKED,21.14
SQLI_13,SQLi,Basic,1'; DROP TABLE users--,403,BLOCKED,21.79
SQLI_14,SQLi,Basic,' AND 1=1--,403,BLOCKED,20.07
SQLI_15,SQLi,Basic,' AND 1=2--,403,BLOCKED,13.23
SQLI_16,SQLi,Basic,' OR 1=1 ORDER BY 1--,403,BLOCKED,32.03
SQLI_17,SQLi,Basic,' OR 'a'='a,403,BLOCKED,22.48
SQLI_18,SQLi,Basic,admin'#,500,ALLOWED,44.22
SQLI_19,SQLi,Basic,1; SELECT * FROM users--,403,BLOCKED,13.57
SQLI_20,SQLi,Basic,' OR 1=1 LIMIT 1--,403,BLOCKED,12.72
SQLI_21,SQLi,Boolean,1 AND 1=1,403,BLOCKED,13.02
SQLI_22,SQLi,Boolean,1 AND 1=2,403,BLOCKED,27.48
SQLI_23,SQLi,Boolean,1' AND '1'='1,403,BLOCKED,23.07
SQLI_24,SQLi,Boolean,1' AND '1'='2,403,BLOCKED,14.72
SQLI_25,SQLi,Boolean,"' AND SUBSTRING(username,1,1)='a'--",403,BLOCKED,13.02
SQLI_26,SQLi,Boolean,' AND LENGTH(password)>5--,403,BLOCKED,21.13
SQLI_27,SQLi,Boolean,"1 AND SUBSTRING(@@version,1,1)='5'",403,BLOCKED,23.08
SQLI_28,SQLi,Boolean,"' AND ASCII(SUBSTRING((SELECT database()),1,1))>64--",403,BLOCKED,10.04
SQLI_29,SQLi,Boolean,' AND 1=(SELECT 1 FROM users WHERE username='admin')--,403,BLOCKED,12.98
SQLI_30,SQLi,Boolean,1' AND (SELECT COUNT(*) FROM users)>0-- -,403,BLOCKED,27.22
SQLI_31,SQLi,Boolean,' AND (SELECT 1 FROM information_schema.tables WHERE table_name='users')=1--,403,BLOCKED,21.73
SQLI_32,SQLi,Boolean,"' AND IF(1=1,1,2)=1--",403,BLOCKED,37.18
SQLI_33,SQLi,Boolean,1 AND (SELECT CASE WHEN (1=1) THEN 1 ELSE 0 END)=1,200,ALLOWED,48.62
SQLI_34,SQLi,Boolean,' AND (SELECT CASE WHEN (username='admin') THEN 1 ELSE 0 END FROM users LIMIT 1),500,ALLOWED,63.78
SQLI_35,SQLi,Boolean,1 AND EXISTS(SELECT * FROM users WHERE username='admin'),403,BLOCKED,26.11
SQLI_36,SQLi,Boolean,' AND NOT EXISTS(SELECT * FROM users WHERE username='nonexistent')--,403,BLOCKED,16.48
SQLI_37,SQLi,Boolean,1' AND (SELECT 1 FROM users WHERE username LIKE 'adm%')=1--,403,BLOCKED,16.21
SQLI_38,SQLi,Boolean,' AND (SELECT 1)=1--,403,BLOCKED,12.9
SQLI_39,SQLi,Boolean,' AND 2>1--,403,BLOCKED,28.06
SQLI_40,SQLi,Boolean,1 AND (SELECT COUNT(*)>0 FROM users),403,BLOCKED,25.31
SQLI_41,SQLi,Union,' UNION SELECT NULL--,403,BLOCKED,12.3
SQLI_42,SQLi,Union,"' UNION SELECT NULL,NULL--",403,BLOCKED,11.32
SQLI_43,SQLi,Union,"' UNION SELECT NULL,NULL,NULL--",403,BLOCKED,10.94
SQLI_44,SQLi,Union,"' UNION SELECT 1,2,3--",403,BLOCKED,11.11
SQLI_45,SQLi,Union,"' UNION SELECT username,password,3 FROM users--",403,BLOCKED,13.44
SQLI_46,SQLi,Union,"' UNION SELECT table_name,2,3 FROM information_schema.tables--",403,BLOCKED,15.82
SQLI_47,SQLi,Union,"' UNION SELECT column_name,2,3 FROM information_schema.columns WHERE table_name=",403,BLOCKED,13.87
SQLI_48,SQLi,Union,1 UNION SELECT NULL--,403,BLOCKED,29.25
SQLI_49,SQLi,Union,1 UNION ALL SELECT NULL--,403,BLOCKED,15.24
SQLI_50,SQLi,Union,"1' UNION SELECT @@version,NULL--",403,BLOCKED,29.7
SQLI_51,SQLi,Union,"' UNION SELECT 1,group_concat(table_name),3 FROM information_schema.tables WHERE",403,BLOCKED,13.77
SQLI_52,SQLi,Union,"' UNION SELECT 1,group_concat(username,0x3a,password),3 FROM users--",403,BLOCKED,30.98
SQLI_53,SQLi,Union,"1 UNION SELECT NULL,NULL-- -",403,BLOCKED,12.84
SQLI_54,SQLi,Union,"' UNION SELECT load_file('/etc/passwd'),2,3--",403,BLOCKED,31.87
SQLI_55,SQLi,Union,"1 UNION ALL SELECT 1,schema_name,3 FROM information_schema.schemata--",403,BLOCKED,21.36
SQLI_56,SQLi,Union,"' UNION SELECT NULL,version(),NULL--",403,BLOCKED,21.68
SQLI_57,SQLi,Union,"' UNION SELECT 1,2,3 FROM information_schema.tables LIMIT 1--",403,BLOCKED,13.63
SQLI_58,SQLi,Union,"' UNION SELECT user(),2,3--",403,BLOCKED,11.68
SQLI_59,SQLi,Union,"' UNION SELECT NULL,table_name,NULL FROM information_schema.tables--",403,BLOCKED,13.88
SQLI_60,SQLi,Union,"1 UNION SELECT 1,2,@@datadir--",403,BLOCKED,9.06
SQLI_61,SQLi,Time-Based,'; WAITFOR DELAY '0:0:5'--,403,BLOCKED,12.83
SQLI_62,SQLi,Time-Based,'; IF(1=1) WAITFOR DELAY '0:0:5'--,403,BLOCKED,10.12
SQLI_63,SQLi,Time-Based,1; WAITFOR DELAY '0:0:5'--,403,BLOCKED,23.26
SQLI_64,SQLi,Time-Based,'; SELECT SLEEP(5)--,403,BLOCKED,13.72
SQLI_65,SQLi,Time-Based,1 AND SLEEP(5),403,BLOCKED,12.06
SQLI_66,SQLi,Time-Based,' AND SLEEP(5)--,403,BLOCKED,11.77
SQLI_67,SQLi,Time-Based,1' AND SLEEP(5)-- -,403,BLOCKED,13.03
SQLI_68,SQLi,Time-Based,' OR SLEEP(5)--,403,BLOCKED,13.12
SQLI_69,SQLi,Time-Based,1 OR SLEEP(5),403,BLOCKED,12.57
SQLI_70,SQLi,Time-Based,' AND (SELECT * FROM (SELECT(SLEEP(5)))a)--,403,BLOCKED,12.48
SQLI_71,SQLi,Time-Based,1 AND (SELECT * FROM (SELECT(SLEEP(5)))a)--,403,BLOCKED,11.47
SQLI_72,SQLi,Time-Based,' OR (SELECT * FROM (SELECT(SLEEP(5)))a)--,403,BLOCKED,11.46
SQLI_73,SQLi,Time-Based,"' AND IF(1=1,SLEEP(5),0)--",403,BLOCKED,14.17
SQLI_74,SQLi,Time-Based,"1 AND IF(1=1,SLEEP(5),0)",403,BLOCKED,11.18
SQLI_75,SQLi,Time-Based,"' OR IF(1=1,SLEEP(5),0)--",403,BLOCKED,13.29
SQLI_76,SQLi,Time-Based,'; SELECT pg_sleep(5)--,403,BLOCKED,10.49
SQLI_77,SQLi,Time-Based,1; SELECT pg_sleep(5),403,BLOCKED,12.57
SQLI_78,SQLi,Time-Based,'; IF(1=1) SELECT SLEEP(5)--,403,BLOCKED,14.0
SQLI_79,SQLi,Time-Based,'; SELECT 1 WHERE 1=1 AND SLEEP(5)--,403,BLOCKED,21.31
SQLI_80,SQLi,Time-Based,' AND 1=(SELECT 1 FROM (SELECT SLEEP(5))a)--,403,BLOCKED,8.11
SQLI_81,SQLi,Obfuscated,'/**/OR/**/1/**/=/**/1--,403,BLOCKED,8.41
SQLI_82,SQLi,Obfuscated,'%09OR%091=1--,403,BLOCKED,29.38
SQLI_83,SQLi,Obfuscated,'/*!50000OR*/1=1--,403,BLOCKED,21.97
SQLI_84,SQLi,Obfuscated,'||1=1--,403,BLOCKED,18.44
SQLI_85,SQLi,Obfuscated,' OR%0a1=1--,403,BLOCKED,12.27
SQLI_86,SQLi,Obfuscated,' OR 1 LIKE 1--,403,BLOCKED,11.02
SQLI_87,SQLi,Obfuscated,' OR 1 REGEXP 1--,403,BLOCKED,32.46
SQLI_88,SQLi,Obfuscated,' OR 1 BETWEEN 0 AND 2--,403,BLOCKED,23.5
SQLI_89,SQLi,Obfuscated,"' OR GREATEST(1,0)=1--",403,BLOCKED,20.89
SQLI_90,SQLi,Obfuscated,"' OR ELT(1,1)=1--",403,BLOCKED,13.37
SQLI_91,SQLi,Obfuscated,"' UN/**/ION SEL/**/ECT 1,2--",500,ALLOWED,54.3
SQLI_92,SQLi,Obfuscated,"' /*!UNION*/ /*!SELECT*/ 1,2--",403,BLOCKED,13.62
SQLI_93,SQLi,Obfuscated,'+OR+1=1--,403,BLOCKED,25.19
SQLI_94,SQLi,Obfuscated,'%2527OR%25271%3D1--,500,ALLOWED,29.55
SQLI_95,SQLi,Obfuscated,"' OR COALESCE(NULL,1)=1--",403,BLOCKED,30.43
SQLI_96,SQLi,Obfuscated,' AND CASE WHEN (1=1) THEN 1 ELSE 0 END=1--,403,BLOCKED,20.93
SQLI_97,SQLi,Obfuscated,"' OR 2 IN (1,2)--",403,BLOCKED,13.95
SQLI_98,SQLi,Obfuscated,'||(SELECT 1 FROM dual WHERE 1=1)||',403,BLOCKED,7.45
SQLI_99,SQLi,Obfuscated,' OR (SELECT 1 FROM (SELECT 1)a)=1--,403,BLOCKED,29.86
SQLI_100,SQLi,Obfuscated,' OR ASCII(1)=49--,403,BLOCKED,13.2
XSS_1,XSS,Basic,<script>alert(1)</script>,403,BLOCKED,12.47
XSS_2,XSS,Basic,<script>alert('XSS')</script>,403,BLOCKED,11.74
XSS_3,XSS,Basic,<script>alert(document.cookie)</script>,403,BLOCKED,13.67
XSS_4,XSS,Basic,<img src=x onerror=alert(1)>,403,BLOCKED,12.04
XSS_5,XSS,Basic,<img src=x onerror=alert('XSS')>,403,BLOCKED,11.9
XSS_6,XSS,Basic,<svg onload=alert(1)>,403,BLOCKED,25.87
XSS_7,XSS,Basic,<body onload=alert(1)>,403,BLOCKED,33.54
XSS_8,XSS,Basic,<iframe src=javascript:alert(1)>,403,BLOCKED,34.51
XSS_9,XSS,Basic,"""><script>alert(1)</script>",403,BLOCKED,31.02
XSS_10,XSS,Basic,'><script>alert(1)</script>,403,BLOCKED,32.89
XSS_11,XSS,Basic,<script>alert(1)//,403,BLOCKED,8.04
XSS_12,XSS,Basic,<ScRiPt>alert(1)</ScRiPt>,403,BLOCKED,20.47
XSS_13,XSS,Basic,<SCRIPT>alert(1)</SCRIPT>,403,BLOCKED,45.06
XSS_14,XSS,Basic,"<script type=""text/javascript"">alert(1)</script>",403,BLOCKED,32.63
XSS_15,XSS,Basic,"<a href=""javascript:alert(1)"">click</a>",403,BLOCKED,26.11
XSS_16,XSS,Basic,"<div onmouseover=""alert(1)"">hover</div>",403,BLOCKED,42.29
XSS_17,XSS,Basic,"<input type=""text"" onfocus=""alert(1)"" autofocus>",403,BLOCKED,26.43
XSS_18,XSS,Basic,<svg><script>alert(1)</script></svg>,403,BLOCKED,23.83
XSS_19,XSS,Basic,<details open ontoggle=alert(1)>,403,BLOCKED,42.12
XSS_20,XSS,Basic,</script><script>alert(1)</script>,403,BLOCKED,24.2
XSS_21,XSS,Event-Based,<img src=x onerror=alert`1`>,403,BLOCKED,29.82
XSS_22,XSS,Event-Based,<body onresize=alert(1)>,403,BLOCKED,32.14
XSS_23,XSS,Event-Based,<body onhashchange=alert(1)><a href=#x>trigger</a>,403,BLOCKED,10.25
XSS_24,XSS,Event-Based,<body onfullscreenchange=alert(1)>,403,BLOCKED,15.04
XSS_25,XSS,Event-Based,<input onfocus=alert(1) autofocus>,403,BLOCKED,45.53
XSS_26,XSS,Event-Based,<select onfocus=alert(1) autofocus>,403,BLOCKED,36.47
XSS_27,XSS,Event-Based,<textarea onfocus=alert(1) autofocus>,403,BLOCKED,37.05
XSS_28,XSS,Event-Based,<video onloadstart=alert(1)><source></video>,403,BLOCKED,42.92
XSS_29,XSS,Event-Based,<audio onloadstart=alert(1)><source></audio>,403,BLOCKED,41.93
XSS_30,XSS,Event-Based,<details ontoggle=alert(1) open>,403,BLOCKED,25.19
XSS_31,XSS,Event-Based,<marquee onstart=alert(1)>,403,BLOCKED,30.68
XSS_32,XSS,Event-Based,<div onmouseenter=alert(1)>hover</div>,403,BLOCKED,24.75
XSS_33,XSS,Event-Based,<form onsubmit=alert(1)><input type=submit></form>,403,BLOCKED,53.76
XSS_34,XSS,Event-Based,<button onclick=alert(1)>click</button>,403,BLOCKED,16.82
XSS_35,XSS,Event-Based,<object onerror=alert(1)>,403,BLOCKED,46.63
XSS_36,XSS,Event-Based,<body onpageshow=alert(1)>,403,BLOCKED,33.71
XSS_37,XSS,Event-Based,<svg><animate onbegin=alert(1) attributeName=x dur=1s>,403,BLOCKED,26.34
XSS_38,XSS,Event-Based,<svg><set onbegin=alert(1) attributeName=x>,403,BLOCKED,26.86
XSS_39,XSS,Event-Based,<iframe onload=alert(1) src=about:blank>,403,BLOCKED,27.53
XSS_40,XSS,Event-Based,<link rel=stylesheet onerror=alert(1) href=//doesnotexist.invalid>,403,BLOCKED,26.03
XSS_41,XSS,Mixed-Evasion,<scr<script>ipt>alert(1)</scr</script>ipt>,403,BLOCKED,24.2
XSS_42,XSS,Mixed-Evasion,"<img src=""x"" onerror=""&#97;lert(1)"">",403,BLOCKED,27.26
XSS_43,XSS,Mixed-Evasion,<svg><script>alert&lpar;1&rpar;</script></svg>,403,BLOCKED,24.41
XSS_44,XSS,Mixed-Evasion,<img src=x onERROR=alert(1)>,403,BLOCKED,42.19
XSS_45,XSS,Mixed-Evasion,<IMG SRC=x OnErRoR=alert(1)>,403,BLOCKED,24.76
XSS_46,XSS,Mixed-Evasion,<a href=j&#97;vascript:alert(1)>click</a>,403,BLOCKED,34.23
XSS_47,XSS,Mixed-Evasion,"<a href=""jav&#x09;ascript:alert(1)"">click</a>",403,BLOCKED,23.02
XSS_48,XSS,Mixed-Evasion,"<a href=""jav&#x0A;ascript:alert(1)"">click</a>",403,BLOCKED,21.4
XSS_49,XSS,Mixed-Evasion,"<a href=""jav&#x0D;ascript:alert(1)"">click</a>",403,BLOCKED,30.75
XSS_50,XSS,Mixed-Evasion,<form><button formaction=javascript:alert(1)>click</button></form>,403,BLOCKED,35.85
XSS_51,XSS,Mixed-Evasion,<embed src=javascript:alert(1)>,403,BLOCKED,14.68
XSS_52,XSS,Mixed-Evasion,<svg><a xlink:href=javascript:alert(1)><rect width=100 height=100></a></svg>,403,BLOCKED,22.52
XSS_53,XSS,Mixed-Evasion,<math href=javascript:alert(1)>click</math>,403,BLOCKED,39.52
XSS_54,XSS,Mixed-Evasion,"<img """"""><script>alert(1)</script>"">",403,BLOCKED,35.84
XSS_55,XSS,Mixed-Evasion,<script>alert(1)<!--,403,BLOCKED,33.63
XSS_56,XSS,Mixed-Evasion,"<!--<img src=""--><img src=x onerror=alert(1)>",403,BLOCKED,36.72
XSS_57,XSS,Mixed-Evasion,"<meta http-equiv=""refresh"" content=""0;url=javascript:alert(1)"">",403,BLOCKED,26.15
XSS_58,XSS,Mixed-Evasion,<script>window.onerror=alert;throw 1</script>,403,BLOCKED,27.85
XSS_59,XSS,Mixed-Evasion,<img src=x onerror=location='javascript:alert(1)'>,403,BLOCKED,29.27
XSS_60,XSS,Mixed-Evasion,<input autofocus onfocus=alert(1)//>,403,BLOCKED,20.95
XSS_61,XSS,Obfuscated,<a href=&#x6A;avascript:alert(1)>click</a>,403,BLOCKED,38.85
XSS_62,XSS,Obfuscated,<a href=jav&#x61;script:alert(1)>click</a>,403,BLOCKED,35.75
XSS_63,XSS,Obfuscated,<a href=jav&#9;ascript:alert(1)>click</a>,403,BLOCKED,37.98
XSS_64,XSS,Obfuscated,<a href=jav&#10;ascript:alert(1)>click</a>,403,BLOCKED,28.24
XSS_65,XSS,Obfuscated,<a href=jav&#12;ascript:alert(1)>click</a>,403,BLOCKED,40.55
XSS_66,XSS,Obfuscated,<img src=x onerror=&#x61;lert(1)>,403,BLOCKED,35.96
XSS_67,XSS,Obfuscated,<img src=x onerror=&#0000097;lert(1)>,403,BLOCKED,47.12
XSS_68,XSS,Obfuscated,<img src=x onerror=alert&#x28;1&#x29;>,403,BLOCKED,34.48
XSS_69,XSS,Obfuscated,<img src=x onerror=alert(1)	>,403,BLOCKED,24.06
XSS_70,XSS,Obfuscated,<img src=`x` onerror=`alert(1)`>,403,BLOCKED,31.97
XSS_71,XSS,Obfuscated,<script>//%0aalert(1)</script>,403,BLOCKED,37.82
XSS_72,XSS,Obfuscated,<script>alert(1//)</script>,403,BLOCKED,26.13
XSS_73,XSS,Obfuscated,<script>alert`1`</script>,403,BLOCKED,25.08
XSS_74,XSS,Obfuscated,<iframe src=jAvAsCrIpT:alert(1)>,403,BLOCKED,41.68
XSS_75,XSS,Obfuscated,<img src=x onerror=window.alert(1)>,403,BLOCKED,34.64
XSS_76,XSS,Obfuscated,<img src=x onerror=(alert)(1)>,403,BLOCKED,34.45
XSS_77,XSS,Obfuscated,<svg onload=alert&#40;1&#41;>,403,BLOCKED,25.22
XSS_78,XSS,Obfuscated,<script>/*%0a*/alert(1)</script>,403,BLOCKED,26.87
XSS_79,XSS,Obfuscated,%2522%253E%253Cscript%253Ealert(1)%253C%252Fscript%253E,200,ALLOWED,61.33
XSS_80,XSS,Obfuscated,<img src=x onerror=eval('\x61\x6c\x65\x72\x74\x28\x31\x29')>,403,BLOCKED,47.78
XSS_81,XSS,Advanced,<math><mtext></table><img src=x onerror=alert(1)>,403,BLOCKED,32.32
XSS_82,XSS,Advanced,"<noscript><p title=""</noscript><img src=x onerror=alert(1)>"">",403,BLOCKED,35.18
XSS_83,XSS,Advanced,<svg><desc><![CDATA[</desc><script>alert(1)</script>]]>,403,BLOCKED,36.21
XSS_84,XSS,Advanced,"<form><math><mtext></form><form><mglyph><svg><mtext><textarea><path id=""</textar",403,BLOCKED,35.29
XSS_85,XSS,Advanced,"<svg><foreignObject><div xmlns=""http://www.w3.org/1999/xhtml""><script>alert(1)</",403,BLOCKED,14.56
XSS_86,XSS,Advanced,"<xmp><p title=""</xmp><img src=x onerror=alert(1)>"">",403,BLOCKED,18.1
XSS_87,XSS,Advanced,<template id=x><script>alert(1)</script></template><script>document.body.appendC,403,BLOCKED,29.36
XSS_88,XSS,Advanced,"<iframe srcdoc=""&lt;script&gt;top.alert(1)&lt;/script&gt;"">",403,BLOCKED,23.24
XSS_89,XSS,Advanced,<script>with(window)alert(1)</script>,403,BLOCKED,29.15
XSS_90,XSS,Advanced,<svg><set attributeName=onload to=alert(1)>,403,BLOCKED,27.55
XSS_91,XSS,Advanced,<svg><animatetransform onbegin=alert(1) attributeName=transform>,403,BLOCKED,12.49
XSS_92,XSS,Advanced,"<script>Object.defineProperty(window,""x"",{get:function(){alert(1)}});x</script>",403,BLOCKED,30.39
XSS_93,XSS,Advanced,<frameset onload=alert(1)>,403,BLOCKED,50.25
XSS_94,XSS,Advanced,<input name=attributes><form><button formaction=javascript:alert(1)>,403,BLOCKED,11.71
XSS_95,XSS,Advanced,<script>({get x(){alert(1)}}).x</script>,403,BLOCKED,13.55
XSS_96,XSS,Advanced,"<script>Function.prototype.call.call(alert,window,1)</script>",403,BLOCKED,27.43
XSS_97,XSS,Advanced,"<script>Proxy&&new Proxy({},{get(){alert(1)}})+''</script>",403,BLOCKED,43.07
XSS_98,XSS,Advanced,"<style>@keyframes x{}</style><p style=""animation:x 1s"" onanimationstart=alert(1)",403,BLOCKED,35.87
XSS_99,XSS,Advanced,<details open ontoggle=alert(1) id=x><summary>x</summary></details>,403,BLOCKED,26.79
XSS_100,XSS,Advanced,"<svg><use href=""data:image/svg+xml,<svg id='x' xmlns='http://www.w3.org/2000/svg",403,BLOCKED,42.74
BENIGN_1,Benign,SQL-Keyword,select your preferred juice flavour,200,ALLOWED,110.44
BENIGN_2,Benign,SQL-Keyword,select from our range of smoothies,403,BLOCKED,13.82
BENIGN_3,Benign,SQL-Keyword,select size small medium or large,200,ALLOWED,46.07
BENIGN_4,Benign,SQL-Keyword,select delivery or collection,200,ALLOWED,53.74
BENIGN_5,Benign,SQL-Keyword,select all natural ingredients list,200,ALLOWED,69.56
BENIGN_6,Benign,SQL-Keyword,select premium or standard membership,200,ALLOWED,57.91
BENIGN_7,Benign,SQL-Keyword,select gift wrap option at checkout,200,ALLOWED,71.96
BENIGN_8,Benign,SQL-Keyword,select your nearest store location,200,ALLOWED,75.01
BENIGN_9,Benign,SQL-Keyword,select payment method card or paypal,200,ALLOWED,62.38
BENIGN_10,Benign,SQL-Keyword,union of tropical fruit flavours,200,ALLOWED,52.91
BENIGN_11,Benign,SQL-Keyword,union blend of apple and mango,200,ALLOWED,67.75
BENIGN_12,Benign,SQL-Keyword,union of fresh pressed ingredients,200,ALLOWED,55.96
BENIGN_13,Benign,SQL-Keyword,union of health benefits in one drink,200,ALLOWED,79.82
BENIGN_14,Benign,SQL-Keyword,union blend citrus and berry,200,ALLOWED,68.69
BENIGN_15,Benign,SQL-Keyword,union of vitamins A B C and D,200,ALLOWED,77.88
BENIGN_16,Benign,SQL-Keyword,union membership discount applied,200,ALLOWED,56.34
BENIGN_17,Benign,SQL-Keyword,drop the price on bulk orders,200,ALLOWED,38.09
BENIGN_18,Benign,SQL-Keyword,drop shipping available on all orders,200,ALLOWED,52.48
BENIGN_19,Benign,SQL-Keyword,drop in calories compared to soda,200,ALLOWED,52.33
BENIGN_20,Benign,SQL-Keyword,drop off point for returns,200,ALLOWED,70.06
BENIGN_21,Benign,SQL-Keyword,drop size sample available,200,ALLOWED,41.32
BENIGN_22,Benign,SQL-Keyword,drop shipping to EU countries,200,ALLOWED,32.94
BENIGN_23,Benign,SQL-Keyword,insert your discount code here,200,ALLOWED,50.29
BENIGN_24,Benign,SQL-Keyword,insert name for personalised bottle,200,ALLOWED,34.45
BENIGN_25,Benign,SQL-Keyword,insert promotional code at checkout,200,ALLOWED,37.27
BENIGN_26,Benign,SQL-Keyword,insert loyalty card number here,200,ALLOWED,57.06
BENIGN_27,Benign,SQL-Keyword,insert delivery instructions below,200,ALLOWED,55.54
BENIGN_28,Benign,SQL-Keyword,insert gift message up to 100 chars,200,ALLOWED,48.47
BENIGN_29,Benign,SQL-Keyword,delete my saved address,200,ALLOWED,40.01
